dataset,target_key,validation_design,repeat,outer_fold,meta_row_id,global_mean_prediction,source_mean_prediction,source_seen_in_training,used_global_fallback,prediction_difference
cell_viability,cell_viability,leave_one_publication_out,1,18,CV-0074-95be252d687e,80.22281141868513,80.22281141868513,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,18,CV-0075-50fe66aa5ef6,80.22281141868513,80.22281141868513,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,18,CV-0076-1e0712813f60,80.22281141868513,80.22281141868513,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,18,CV-0077-76ecd33aca3a,80.22281141868513,80.22281141868513,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,18,CV-0078-d818e383555a,80.22281141868513,80.22281141868513,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,18,CV-0079-1093e08bec67,80.22281141868513,80.22281141868513,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,18,CV-0080-b1055417401c,80.22281141868513,80.22281141868513,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,18,CV-0081-4ae3be3ccf70,80.22281141868513,80.22281141868513,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,18,CV-0082-df1dc1211b8f,80.22281141868513,80.22281141868513,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,18,CV-0083-cff1744b0d1b,80.22281141868513,80.22281141868513,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,18,CV-0084-6809b50c159e,80.22281141868513,80.22281141868513,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,18,CV-0085-2226b7f1f6fb,80.22281141868513,80.22281141868513,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,18,CV-0086-e2bed2c6536e,80.22281141868513,80.22281141868513,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,18,CV-0087-c175e5dd0480,80.22281141868513,80.22281141868513,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,18,CV-0088-6ea077488e5d,80.22281141868513,80.22281141868513,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,18,CV-0089-7a1b8ee37419,80.22281141868513,80.22281141868513,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,18,CV-0090-8619fdbc66e9,80.22281141868513,80.22281141868513,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,19,CV-0291-14c056824a11,79.65104958677685,79.65104958677685,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,19,CV-0292-43a5d0e227c9,79.65104958677685,79.65104958677685,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,19,CV-0293-31f80b4f8c20,79.65104958677685,79.65104958677685,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,20,CV-0268-0b747361ac41,79.64911570247934,79.64911570247934,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,20,CV-0269-5ad15b176487,79.64911570247934,79.64911570247934,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,20,CV-0270-d39b72c890ec,79.64911570247934,79.64911570247934,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,21,CV-0022-cea71ff98124,79.7734307178631,79.7734307178631,False,True,0.0
cell_viability,cell_viability,leave_one_publication_out,1,21,CV-0023-0c737d7d4338,79.7734307178631,79.7734307178631,False,True,0.0
