scenario_key,scenario_label,source_column,feature_mode,validation_design,analysis_source_id,repeat_count,source_rows,source_mae,source_rmse,source_bias
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1088/1758-5090/aacd30,5,6,3.1677593402904543,3.8422526891195177,-2.948086536684457
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1088/1758-5090/ab0692,5,4,16.814194768073968,17.012710068849543,-1.0181506835881984
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1088/1758-5090/ab15cb,5,6,2.02333192645198,2.8328477945095414,-1.1626713344390478
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1088/1758-5090/ab19fd,5,8,12.503096648194319,14.687064152248084,0.29759922745783046
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1088/1758-5090/ab2622,5,9,2.3212693120877264,2.7453874164019902,-1.0306274752647913
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1088/1758-5090/ab38ef,5,1,14.610378678718808,14.610378678718808,-14.610378678718808
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1088/1758-5090/ab7553,5,4,7.9720841348249065,10.302536183889535,7.114692043915961
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1088/1758-5090/abc39b,5,14,4.1861326039838715,5.454665454419452,-0.08757123328608245
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1089/biores.2013.0031,5,4,8.346842653162039,9.246198889346712,-8.346842653162039
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1089/ten.a.2007.0004,5,21,5.529890846061064,7.42991411183809,0.8180672772218122
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1089/ten.a.2007.0158,5,9,8.200369434387866,10.84463434600832,-1.2426999286864944
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1089/ten.tec.2007.0392,5,6,1.2464934728463228,1.4090998873671552,-0.6149968120182204
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1089/ten.tec.2015.0307,5,10,3.8995402887606447,4.570453633702288,-0.7110026988283356
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1115/1.3128729,5,4,5.646731599372849,6.19264381542954,-1.3383692070799627
core_physics_features,Core-physics feature set,meta_primary_source_id,core_physics,random_rowwise,doi:10.1115/1.4024575,5,30,9.967334503893074,13.260537477605038,-0.5616118191103268
