original_feature,publication_count,macro_publication_mean_absolute_shap,importance_bootstrap_ci_lower,importance_bootstrap_ci_upper,importance_rank,bootstrap_rank_median,bootstrap_rank_ci_lower,bootstrap_rank_ci_upper,bootstrap_top_3_frequency,bootstrap_top_5_frequency,bootstrap_top_10_frequency,dataset,target_key,target_label,unit,feature_set,model_variant,model_display_name,task_count,task_feature_count,task_importance_mean,task_importance_sd,task_rank_mean,task_rank_median,task_rank_q1,task_rank_q3,task_top_3_frequency,task_top_5_frequency,task_top_10_frequency,rank_stability_category
final_gelatin_conc_pctw_or_v,54,5.4368993376641015,4.280976508179906,6.723855557352295,18.0,17.0,13.0,20.0,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,matched_fixed_rf,Matched fixed Random Forest,25,40,5.499395097210962,2.3461364889405423,16.28,16.0,13.0,19.0,0.0,0.0,0.08,Low rank stability
final_gellan_conc_pctw_or_v,54,0.5548023794097,0.48434700005828174,0.6288744198562861,33.0,33.0,32.0,33.0,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,matched_fixed_rf,Matched fixed Random Forest,25,40,0.5558708582280963,0.4373536247926151,31.72,31.0,29.0,34.0,0.0,0.0,0.0,Low rank stability
final_gelma_conc_pctw_or_v,54,6.073675045873618,5.288520378817022,7.043123125859975,15.0,15.0,12.0,18.0,0.0,0.0,0.0011,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,matched_fixed_rf,Matched fixed Random Forest,25,40,6.038457218413515,3.2160287746897227,15.6,16.0,13.0,19.0,0.0,0.0,0.2,Low rank stability
final_hyaluronic_acid_conc_pctw_or_v,54,3.4622773895808963,2.9842210251399024,3.9916997123447726,23.0,23.0,22.0,25.0,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,matched_fixed_rf,Matched fixed Random Forest,25,40,3.4258419611630284,2.0456981359663335,21.22,19.0,17.0,23.0,0.0,0.0,0.0,Low rank stability
final_meha_conc_pctw_or_v,54,0.36243796237552095,0.3098864155993376,0.4195580823045402,34.0,34.0,34.0,34.0,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,matched_fixed_rf,Matched fixed Random Forest,25,40,0.3607476468159818,0.2092118127775125,32.88,32.0,31.0,34.0,0.0,0.0,0.0,Low rank stability
final_nano_or_methylcellulose_concentration_pct_wv,54,2.429170937788894,1.3461873858096445,4.169468284892211,26.0,26.0,21.0,28.0,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,matched_fixed_rf,Matched fixed Random Forest,25,40,2.3727747984958816,2.9047532217764784,24.76,27.0,24.0,28.0,0.0,0.0,0.08,Low rank stability
final_norha_conc_pctw_or_v,54,0.761289986139071,0.6419448627018283,0.8931331246873636,32.0,32.0,31.0,32.0,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,matched_fixed_rf,Matched fixed Random Forest,25,40,0.7612945882200108,0.42382481624754986,30.24,29.0,27.0,30.0,0.0,0.0,0.0,Low rank stability
final_p127_conc_pctw_or_v,54,0.0,0.0,0.0,39.5,39.5,39.5,39.5,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,matched_fixed_rf,Matched fixed Random Forest,25,40,0.0,0.0,38.76,39.0,38.5,39.0,0.0,0.0,0.0,Low rank stability
final_pegda_concentration_pct_wv,54,0.06595732694052926,0.05820571409819104,0.07406482395128255,36.0,36.0,35.0,36.0,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,matched_fixed_rf,Matched fixed Random Forest,25,40,0.06558493049073025,0.03219239992643225,34.84,35.0,34.0,36.0,0.0,0.0,0.0,Low rank stability
final_tcp_concentration_pct_wv,54,0.036624875770246396,0.02830666551292835,0.04642350495115865,37.0,37.0,37.0,37.0,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,matched_fixed_rf,Matched fixed Random Forest,25,40,0.03714498989239035,0.028095066710124014,36.12,36.0,35.0,37.5,0.0,0.0,0.0,Low rank stability
inner_nozzle_outer_diameter_um,54,4.681803610495782,3.871108515306147,5.630904343919729,19.0,19.0,16.0,22.0,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,matched_fixed_rf,Matched fixed Random Forest,25,40,4.664019847396352,3.6906061717952956,18.48,20.0,13.0,23.0,0.0,0.0,0.12,Low rank stability
nozzle_movement_speed_mm_or_s,54,21.401679077324754,15.107318293899189,28.981964353356922,7.0,7.0,4.0,8.0,0.0115,0.1228,1.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,matched_fixed_rf,Matched fixed Random Forest,25,40,21.536365849752016,15.961798634694736,7.2,7.0,4.0,10.0,0.16,0.32,0.8,Low rank stability
outer_nozzle_inner_diameter_um,54,169.821757121864,152.78286909145814,187.11713912409596,1.0,1.0,1.0,1.0,1.0,1.0,1.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,matched_fixed_rf,Matched fixed Random Forest,25,40,170.15136270517826,22.926720090839293,1.0,1.0,1.0,1.0,1.0,1.0,1.0,High rank stability
photocrosslinking_duration_s,54,7.40228861098833,6.381043388843165,8.525224451407768,12.0,12.0,10.0,14.0,0.0,0.0,0.091,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,matched_fixed_rf,Matched fixed Random Forest,25,40,7.437558902951021,4.679654817388414,14.44,14.0,11.0,16.0,0.0,0.0,0.24,Low rank stability
photoinitiator_used,54,3.2052818344447735,2.5416056568231675,3.9669773140540165,24.0,24.0,22.0,26.0,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,matched_fixed_rf,Matched fixed Random Forest,25,40,3.1652239908289412,3.1751600913866533,22.32,24.0,15.0,29.0,0.0,0.0,0.08,Low rank stability
physical_crosslinking_duration_s,54,19.586729986060483,15.47068610530611,24.447448548551215,8.0,8.0,6.0,8.0,0.0,0.0093,1.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,matched_fixed_rf,Matched fixed Random Forest,25,40,19.448258753436935,15.190567635575734,8.52,8.0,6.0,10.0,0.12,0.24,0.76,Low rank stability
precrosslinking_solution_used,54,0.021150998786267982,0.01653910898162933,0.02621620743810582,38.0,38.0,38.0,38.0,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,matched_fixed_rf,Matched fixed Random Forest,25,40,0.020868695252268823,0.025526452051789505,36.56,37.0,36.0,37.5,0.0,0.0,0.0,Low rank stability
saline_solution_used,54,4.2664280021919385,3.4935340332101688,5.1169167715706845,21.0,21.0,19.0,23.0,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,matched_fixed_rf,Matched fixed Random Forest,25,40,4.249173672746861,4.6240643765525435,19.88,21.0,17.0,24.0,0.0,0.0,0.08,Low rank stability
source_nacl2_concentration_mm,54,1.4866340056081444,1.2597045283825472,1.747599722335388,28.0,28.0,27.0,29.0,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,matched_fixed_rf,Matched fixed Random Forest,25,40,1.4635176635804084,1.0317555888791434,26.68,26.0,25.0,28.0,0.0,0.0,0.0,Low rank stability
srcl2_conc_mm,54,0.08276271168560535,0.05959430405808873,0.11136298135269998,35.0,35.0,35.0,36.0,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,matched_fixed_rf,Matched fixed Random Forest,25,40,0.08393304887746111,0.07912669838454879,35.2,35.0,34.0,37.0,0.0,0.0,0.0,Low rank stability
substrate_temperature_degc,54,3.6761379214537877,2.767474855515437,4.870019885139756,22.0,22.0,19.0,25.0,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,matched_fixed_rf,Matched fixed Random Forest,25,40,3.583051377754056,2.9729323028661705,20.84,22.0,16.0,25.0,0.0,0.0,0.08,Low rank stability
syringe_temperature_degc,54,5.548156542115872,4.729684803320167,6.488608502238931,16.0,17.0,14.0,19.024999999999636,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,matched_fixed_rf,Matched fixed Random Forest,25,40,5.546200404652841,2.687675955148571,16.24,17.0,13.0,19.0,0.0,0.0,0.08,Low rank stability
bacl2_conc_mm,54,0.0,0.0,0.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,tuned_rf_reference,Tuned Random Forest,25,40,0.0,0.0,38.08,37.5,37.0,39.5,0.0,0.0,0.0,Low rank stability
cacl2_conc_mm,54,6.814477064434718,5.313306092668105,8.680388305291018,15.0,15.0,10.0,20.0,0.0,0.0,0.0542,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,tuned_rf_reference,Tuned Random Forest,25,40,6.979168148040737,4.27241111649632,15.96,17.0,12.0,19.0,0.0,0.0,0.16,Low rank stability
cell_culture_medium_used,54,4.475990254383974,3.7893432626845898,5.269904558492565,23.0,23.0,20.0,24.0,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,tuned_rf_reference,Tuned Random Forest,25,40,4.381745241758669,3.104963477805672,19.64,21.0,18.0,23.0,0.0,0.0,0.08,Low rank stability
cell_density_cells_or_ml,54,7.0035820931393085,6.09137019286004,8.01637963584421,14.0,14.0,11.0,18.0,0.0,0.0,0.017,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,tuned_rf_reference,Tuned Random Forest,25,40,7.032732295808375,3.86586987330856,15.0,15.0,14.0,18.0,0.0,0.0,0.2,Low rank stability
conical_or_straight_nozzle,54,37.21550931860318,29.17255656385064,47.36570399716013,3.0,3.0,2.0,4.0,0.9736,1.0,1.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,tuned_rf_reference,Tuned Random Forest,25,40,37.18618364546236,25.373667235074546,6.6,3.0,2.0,7.0,0.52,0.68,0.84,Moderate rank stability
construct_base_area_mm_2,54,37.7702438236567,30.98039487200413,45.70597215626873,2.0,2.0,2.0,3.0,0.9916,0.9999,1.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,tuned_rf_reference,Tuned Random Forest,25,40,38.00710977908167,15.101673315852699,4.0,4.0,2.0,5.0,0.48,0.76,1.0,Moderate rank stability
construct_total_thickness_mm,54,16.12070895084578,13.659656912833954,18.815974346312995,9.0,9.0,7.0,9.0,0.0,0.0,1.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,tuned_rf_reference,Tuned Random Forest,25,40,16.072477686623824,8.310509959082019,8.4,9.0,5.0,10.0,0.0,0.28,0.76,Low rank stability
days_observed,54,25.740629867943156,22.430946422684322,29.461817228287224,5.0,5.0,4.0,6.0,0.0016,0.8625,1.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,tuned_rf_reference,Tuned Random Forest,25,40,26.025268692517667,11.409681293333113,5.52,5.0,3.0,6.0,0.28,0.68,0.92,Moderate rank stability
di_water_used,54,27.295272745771065,23.410115047564357,31.58580820371133,4.0,4.0,3.0,6.0,0.0294,0.9436,1.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,tuned_rf_reference,Tuned Random Forest,25,40,27.18523976680391,19.448889774794523,6.56,6.0,4.0,10.0,0.2,0.4,0.84,Low rank stability
enzymatic_crosslinker_used,54,2.36675831897487,2.01218753017488,2.773910241099034,27.0,26.0,25.0,27.0,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,tuned_rf_reference,Tuned Random Forest,25,40,2.3586086265754442,2.129891738540839,24.44,26.0,22.0,27.0,0.0,0.0,0.04,Low rank stability
etoh_solution_used,54,2.5878945615536857,1.190070753346033,5.080283207605507,26.0,26.0,21.0,30.0,0.0,0.0,0.0003,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,tuned_rf_reference,Tuned Random Forest,25,40,2.6075508396270637,4.969836216043034,26.8,29.0,25.0,32.0,0.0,0.04,0.04,Low rank stability
extrusion_pressure_kpa,54,19.344447652790596,13.95797365149602,25.49772000039872,7.0,7.0,5.0,9.0,0.0003,0.0372,1.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,tuned_rf_reference,Tuned Random Forest,25,40,19.481794629181184,11.861680850612396,7.76,8.0,4.0,10.0,0.2,0.36,0.84,Low rank stability
extrusion_rate_lengthwise_mm_or_s,54,6.602163083713733,4.6018144312910385,9.205724017918506,17.0,16.0,10.0,22.0,0.0,0.0,0.0831,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,tuned_rf_reference,Tuned Random Forest,25,40,6.871180239278114,8.508368326646854,18.56,22.0,16.0,23.0,0.04,0.08,0.16,Low rank stability
extrusion_rate_volume_wise_ml_or_s,54,8.744930599997044,6.310419660300964,11.678905088240292,10.0,10.0,10.0,17.0,0.0,0.0,0.6841,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,tuned_rf_reference,Tuned Random Forest,25,40,8.571799613707146,6.075569379258415,14.48,14.0,9.0,19.0,0.0,0.04,0.32,Low rank stability
final_agarose_concentration_pct_wv,54,1.3528964609741527,1.0285903626223112,1.7288131880899462,29.0,29.0,27.0,31.0,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,tuned_rf_reference,Tuned Random Forest,25,40,1.3864412846549825,1.8056106953714977,30.34,35.0,23.0,36.5,0.0,0.0,0.0,Low rank stability
final_alginate_conc_pctw_or_v,54,7.208316578312958,6.087141161124633,8.38079345995603,12.0,13.0,10.0,18.0,0.0,0.0,0.0773,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,tuned_rf_reference,Tuned Random Forest,25,40,7.252210171345127,3.8537441051549752,15.0,15.0,11.0,16.0,0.0,0.0,0.2,Low rank stability
final_collagen_conc_pctw_or_v,54,0.999529237438639,0.5799811417585666,1.7297487756363372,31.0,31.0,27.0,31.0,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,tuned_rf_reference,Tuned Random Forest,25,40,1.025511523683802,1.6166732513635316,29.48,31.0,27.0,33.0,0.0,0.0,0.0,Low rank stability
final_fibroin_or_fibrinogen_concentration_pct_wv,54,1.313480383859403,0.9406449693986331,1.8055034991194117,30.0,30.0,27.0,31.0,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,tuned_rf_reference,Tuned Random Forest,25,40,1.3057608590118466,1.314052122501166,28.36,29.0,26.0,31.0,0.0,0.0,0.0,Low rank stability
final_gelatin_conc_pctw_or_v,54,5.681025452330474,4.559717622630168,6.891823075730315,18.0,19.0,14.0,22.0,0.0,0.0,0.0002,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,tuned_rf_reference,Tuned Random Forest,25,40,5.728528651613026,2.791739612708346,16.56,16.0,13.0,20.0,0.0,0.0,0.04,Low rank stability
final_gellan_conc_pctw_or_v,54,0.36644580455581016,0.31548300315986827,0.4208987871373528,33.0,33.0,33.0,33.0,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,tuned_rf_reference,Tuned Random Forest,25,40,0.3682945538406733,0.3677654971269885,32.46,32.0,30.0,35.0,0.0,0.0,0.0,Low rank stability
final_gelma_conc_pctw_or_v,54,7.054611855576301,6.16647375554727,8.073676260904357,13.0,14.0,11.0,17.0,0.0,0.0,0.0138,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,tuned_rf_reference,Tuned Random Forest,25,40,7.059950539146681,4.041485531176576,15.08,15.0,13.0,18.0,0.0,0.0,0.2,Low rank stability
final_hyaluronic_acid_conc_pctw_or_v,54,3.6898962444431365,3.219469370276382,4.220490839238739,24.0,24.0,23.0,26.0,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,tuned_rf_reference,Tuned Random Forest,25,40,3.678910582361884,2.0709666606363704,21.8,20.0,18.0,21.0,0.0,0.0,0.0,Low rank stability
final_meha_conc_pctw_or_v,54,0.2980633553103147,0.23880878060649813,0.3590778389745653,34.0,34.0,34.0,35.0,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,tuned_rf_reference,Tuned Random Forest,25,40,0.3060778093785894,0.43158838815656525,35.0,36.5,32.0,37.5,0.0,0.0,0.0,Low rank stability
final_nano_or_methylcellulose_concentration_pct_wv,54,3.026720251325657,1.489668993713642,5.491723475604842,25.0,25.0,20.0,28.0,0.0,0.0,0.0002,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,tuned_rf_reference,Tuned Random Forest,25,40,2.95734235277807,4.7094722777235685,24.72,26.0,25.0,29.0,0.0,0.04,0.08,Low rank stability
final_norha_conc_pctw_or_v,54,0.5460593840317564,0.4531671626491625,0.6442395920167472,32.0,32.0,32.0,32.0,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,tuned_rf_reference,Tuned Random Forest,25,40,0.5545303518895683,0.42222191572815193,31.34,30.0,29.0,33.0,0.0,0.0,0.0,Low rank stability
final_p127_conc_pctw_or_v,54,0.014411849816971457,0.010225478847731024,0.019263606264233717,39.0,39.0,39.0,39.0,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,tuned_rf_reference,Tuned Random Forest,25,40,0.014238026596839813,0.02570689633925788,37.32,37.0,36.5,38.0,0.0,0.0,0.0,Low rank stability
final_pegda_concentration_pct_wv,54,0.1512324474556713,0.13157625179272406,0.17169290385321997,36.0,36.0,35.0,36.0,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,tuned_rf_reference,Tuned Random Forest,25,40,0.15303660578385464,0.14124558223504502,33.66,33.0,32.0,36.0,0.0,0.0,0.0,Low rank stability
final_tcp_concentration_pct_wv,54,0.07934202411808298,0.0674439673536575,0.09163742383246126,37.0,37.0,37.0,37.0,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,tuned_rf_reference,Tuned Random Forest,25,40,0.07978517459766125,0.0887547094842145,34.8,34.0,33.0,37.0,0.0,0.0,0.0,Low rank stability
inner_nozzle_outer_diameter_um,54,5.538960487788848,4.661369582326767,6.551935219815916,20.0,19.0,16.0,22.0,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,tuned_rf_reference,Tuned Random Forest,25,40,5.536197640356237,3.8583714997237695,17.4,18.0,14.0,22.0,0.0,0.0,0.16,Low rank stability
nozzle_movement_speed_mm_or_s,54,21.325550257654186,15.053310519173616,29.018039920067412,6.0,6.0,4.0,9.0,0.0035,0.1562,1.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,tuned_rf_reference,Tuned Random Forest,25,40,21.509198818082012,15.222202159655252,7.44,7.0,5.0,9.0,0.2,0.36,0.8,Low rank stability
outer_nozzle_inner_diameter_um,54,145.8677515195352,130.4464406625021,161.9272949938309,1.0,1.0,1.0,1.0,1.0,1.0,1.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,tuned_rf_reference,Tuned Random Forest,25,40,145.88365419966115,49.29570194597445,1.0,1.0,1.0,1.0,1.0,1.0,1.0,High rank stability
photocrosslinking_duration_s,54,7.277628523637291,6.3313647716352985,8.337582371635367,11.0,13.0,10.0,17.0,0.0,0.0,0.0564,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,tuned_rf_reference,Tuned Random Forest,25,40,7.335075436388633,4.436124025534733,14.88,14.0,12.0,17.0,0.0,0.0,0.16,Low rank stability
photoinitiator_used,54,5.6074517347474915,4.376901845528065,6.999081282378692,19.0,19.0,14.0,23.0,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,tuned_rf_reference,Tuned Random Forest,25,40,5.5756750973172124,6.470519193079385,19.64,19.0,13.0,27.0,0.0,0.04,0.16,Low rank stability
physical_crosslinking_duration_s,54,17.924932034603664,15.002247271591346,21.165620166163926,8.0,8.0,6.0,9.0,0.0,0.0006,1.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,tuned_rf_reference,Tuned Random Forest,25,40,17.824409319639397,11.096741354689867,8.4,7.0,6.0,9.0,0.08,0.24,0.76,Low rank stability
precrosslinking_solution_used,54,0.024583424206882337,0.01684339238251594,0.033130270246039484,38.0,38.0,38.0,38.0,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,tuned_rf_reference,Tuned Random Forest,25,40,0.025886448570833706,0.06103894919732936,37.24,37.0,36.5,38.0,0.0,0.0,0.0,Low rank stability
saline_solution_used,54,5.338870408294562,4.455409648962446,6.283168318229451,21.0,20.0,17.0,23.0,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,tuned_rf_reference,Tuned Random Forest,25,40,5.3380148692256855,5.108744694600129,19.0,21.0,15.0,24.0,0.0,0.0,0.08,Low rank stability
source_nacl2_concentration_mm,54,1.3953613859620058,1.2371359833872215,1.5656356074462208,28.0,29.0,27.0,30.0,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,tuned_rf_reference,Tuned Random Forest,25,40,1.3800630035850603,0.6805191933981727,26.8,27.0,25.0,28.0,0.0,0.0,0.0,Low rank stability
srcl2_conc_mm,54,0.20490760120608278,0.11776294599878677,0.3175989920986792,35.0,35.0,34.0,36.0,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,tuned_rf_reference,Tuned Random Forest,25,40,0.20582996710087315,0.2973304628841925,35.4,36.5,34.0,37.0,0.0,0.0,0.0,Low rank stability
substrate_temperature_degc,54,4.521387482361955,3.5367085297331005,5.693900041987515,22.0,22.0,18.0,25.0,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,tuned_rf_reference,Tuned Random Forest,25,40,4.466052538426899,2.52432166691044,19.48,21.0,17.0,24.0,0.0,0.0,0.0,Low rank stability
syringe_temperature_degc,54,6.722397377061748,5.646955874043192,7.897874843318338,16.0,15.0,11.0,19.0,0.0,0.0,0.0134,filament_diameter,filament_diameter,Filament diameter,µm,full_retrospective,tuned_rf_reference,Tuned Random Forest,25,40,6.752998323064974,3.9608789641293902,15.6,15.0,12.0,20.0,0.0,0.0,0.16,Low rank stability
bacl2_conc_mm,54,0.0,0.0,0.0,37.5,37.5,37.5,37.5,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,matched_fixed_rf,Matched fixed Random Forest,25,38,0.0,0.0,36.78,37.0,36.5,37.0,0.0,0.0,0.0,Low rank stability
cacl2_conc_mm,54,11.783752199553739,7.186351374825315,17.820428427704677,8.0,8.0,8.0,14.0,0.0,0.0001,0.8493,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,matched_fixed_rf,Matched fixed Random Forest,25,38,12.087150040192931,10.33560028493928,11.44,10.0,8.0,14.0,0.04,0.08,0.52,Low rank stability
cell_culture_medium_used,54,5.175592710088122,4.3341526782550535,6.157453814714174,18.0,19.0,17.0,23.0,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,matched_fixed_rf,Matched fixed Random Forest,25,38,5.107337556686095,3.59641958072966,17.88,19.0,13.0,23.0,0.0,0.0,0.16,Low rank stability
cell_density_cells_or_ml,54,8.027450673196366,6.375787215387004,10.00691118875289,12.0,13.0,9.0,16.0,0.0,0.0,0.125,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,matched_fixed_rf,Matched fixed Random Forest,25,38,8.017902977189447,4.309388054439701,13.56,15.0,10.0,16.0,0.0,0.04,0.28,Low rank stability
conical_or_straight_nozzle,54,37.25572699034214,29.045359795186894,47.36964221411722,2.0,2.0,2.0,4.0,0.9694,0.9977,1.0,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,matched_fixed_rf,Matched fixed Random Forest,25,38,37.34428474205342,25.859201527409976,6.68,4.0,2.0,7.0,0.48,0.72,0.88,Moderate rank stability
days_observed,54,28.308834455242256,24.329732953039297,33.29821942007459,3.0,4.0,3.0,7.0,0.2984,0.8466,1.0,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,matched_fixed_rf,Matched fixed Random Forest,25,38,28.379308483058953,9.038102146192685,4.52,4.0,3.0,5.0,0.28,0.8,1.0,High rank stability
di_water_used,54,27.84033859743425,23.70843151095961,32.47276927778008,4.0,4.0,3.0,7.0,0.2341,0.8149,1.0,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,matched_fixed_rf,Matched fixed Random Forest,25,38,27.68896225630315,21.274030918251224,6.2,6.0,4.0,9.0,0.24,0.48,0.88,Low rank stability
enzymatic_crosslinker_used,54,2.581929566933922,2.2147648716890314,2.9786287236916227,25.0,25.0,24.0,25.0,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,matched_fixed_rf,Matched fixed Random Forest,25,38,2.518621491171668,1.8085397326983845,23.24,23.0,20.0,26.0,0.0,0.0,0.0,Low rank stability
etoh_solution_used,54,3.9142981933065983,1.801182715346773,7.804865685160532,24.0,24.0,12.975000000000023,26.0,0.0,0.0,0.013,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,matched_fixed_rf,Matched fixed Random Forest,25,38,3.9596452198289147,6.461693130136941,23.48,26.0,21.0,29.0,0.04,0.04,0.2,Low rank stability
extrusion_pressure_kpa,54,25.98502991286561,19.334947467052107,33.561563577138905,6.0,6.0,3.0,7.0,0.1504,0.4608,1.0,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,matched_fixed_rf,Matched fixed Random Forest,25,38,26.195402516965473,13.784451749600324,5.16,5.0,3.0,7.0,0.32,0.64,0.96,Low rank stability
extrusion_rate_lengthwise_mm_or_s,54,7.5069605646813145,5.292708527388152,10.139613107377043,14.0,14.0,9.0,18.0,0.0,0.0,0.1066,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,matched_fixed_rf,Matched fixed Random Forest,25,38,7.737137032717579,8.873256274449064,16.04,17.0,13.0,20.0,0.08,0.08,0.12,Low rank stability
extrusion_rate_volume_wise_ml_or_s,54,7.913526108259074,5.902985353051351,10.241925242544822,13.0,13.0,9.0,17.0,0.0,0.0,0.1579,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,matched_fixed_rf,Matched fixed Random Forest,25,38,7.753438379087856,5.309325503655859,14.04,14.0,10.0,18.0,0.0,0.08,0.28,Low rank stability
final_agarose_concentration_pct_wv,54,1.6512204829525237,1.2869295820757103,2.0950697057671626,26.0,27.0,26.0,28.0,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,matched_fixed_rf,Matched fixed Random Forest,25,38,1.6459934782958938,0.9995213396470435,26.44,25.0,23.0,27.0,0.0,0.0,0.0,Low rank stability
final_alginate_conc_pctw_or_v,54,10.888773544795617,8.49940055061244,13.94114979558304,9.0,9.0,8.0,11.0,0.0,0.0,0.9306,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,matched_fixed_rf,Matched fixed Random Forest,25,38,10.88195535379291,4.4490403476204134,10.52,11.0,9.0,12.0,0.0,0.04,0.44,Low rank stability
final_collagen_conc_pctw_or_v,54,1.1292528434215745,0.7109266597244961,1.8507663367172527,29.0,29.0,26.0,30.0,0.0,0.0,0.0,filament_diameter,filament_diameter,Filament diameter,µm,prospective_design,matched_fixed_rf,Matched fixed Random Forest,25,38,1.1491317678699102,1.2223735620221055,27.52,29.0,23.0,31.0,0.0,0.0,0.0,Low rank stability
